16746759,1090311
15884415,28035756
153121765,37346186
1653598,37357499
29788154,95247959
1358764,159564733
97995998,9384267
6311119,231283452
89372037,221809776
26760571,76734068
100836531,363150
73983677,50873641
15258962,189621607
53262430,553354067
22452781,70746484
1296369,525592995
106483373,527502374
71681815,156228018
149155649,22637619
4781841,79951574
31996,266231149
15965696,491539130
30755778,162405963
101433552,65048221
104120854,364629886
108610715,919161
9749173,20773773
116982774,27286452
47795110,15111821
127976114,7248956
81072379,494059063
39889,634224458
4391026,3217621
63439129,192925833
229881,307489284
73983677,516564547
657779,1903522
1450685,72891330
44067969,606956
44965145,41881900
61610729,17148588
428820,382496361
100836531,64176717
10363352,77868163
57691173,183384935
40429738,433264875
26334334,118828329
28441561,115110181
4294069,50304279
3165635,236095576
134914314,660465099
93515916,312716297
15092,1663468
156888,99045602
93376818,20519851
13617900,65772720
100836531,14447732
5713373,45865171
5502710,638591290
1932211,139914932
89133723,17803236
1450685,53092757
6311119,255378816
622227,292673424
4617245,517552648
21311487,158256479
109972525,491033457
20135478,62091339
20135478,577603990
50446880,345325717
172697,68362560
83453843,20300177
5426427,99598595
2041385,27737393
8614563,90194616
465279,27729880
45637986,506861932
193115,70107786
23653004,81634683
114954101,46398090
15247171,126897385
1710528,85591067
47618415,58876201
3523016,72878982
16631152,102343794
122666,17620347
28706372,275664848
506932,236250352
13917777,391729680
74969077,185534801
2222702,679237742
50911393,490359003
4294069,2500088
12080746,7691631
11151457,589831718
69891912,508240664
26163841,105963253
25300639,8779606
125138,8711353
5486389,196414933
44025432,72891330
100966407,219728294
19418023,278335273
124666577,413918947
86219935,542096899
61850714,53631945
1532417,307213173
73983677,1644196
100755123,351952547
106511,330008801
66907184,221512407
106483373,191547927
478555,216391224
48327001,101782647
90211507,449798030
325724,253044228
75314629,537167055
42504385,237647258
57895832,624633979
5222512,519832
79099734,352933140
3837114,50904245
7766921,59771425
5690545,329410588
32936898,4542716
32025168,268424739
15921519,67836789
31820853,28366058
87268103,321825146
227442,537233603
298598,246926835
8665376,1446467
1326112,220809393
10364161,64991887
43276904,17728164
9875439,481681297
101084582,29028775
5100555,21827146
116913262,428329515
10052309,69400326
22633385,667491171
3118335,4542716
44045911,257485422
5223533,75821432
48310258,26850443
32025168,9852918
58669,33653601
16489235,26820798
82551626,34431834
48290911,42032884
94064167,188828946
6344099,82341193
1212885,315608629
173661,18845024
22212839,395577152
72509475,425134686
57450786,404320053
5100555,63882194
34761877,2715933
41094,136505169
10580970,129717717
72488598,614765452
12934716,291753529
46369948,178806582
4617245,507861208
180032,470730648
44025432,15111821
128472639,580642043
374612,21737465
2918873,106558568
16805946,41829476
2071575,78938149
19890894,426075845
103810119,413995777
10339043,471728341
13917777,666299222
3972343,873328
5400107,67836789
15797831,137451403
1203991,60044366
136061549,139910229
111794524,338404375
25517624,52281283
116913262,212613049
1358764,93163073
31559413,541269386
9301846,296268741
32745442,74627617
46537034,22456440
1862641,607289185
728407,636447277
105792641,685460348
1567113,127769231
1148376,6621471
48595927,219035799
38112130,106580024
66500121,434708679
91502735,72891330
131856,16408992
62018067,639558345
106927495,301216792
4741640,158907057
14981592,4095287
13917777,478584
57483089,366979357
1798109,139910229
104627145,247216177
73048226,284733206
13172299,527335176
24955913,2296970
92176880,457498892
73983677,414905995
1501599,202291859
301220,507775
28706372,350360184
24910512,132374308
481677,16577072
29582865,15045751
24910512,55001853
2043310,127941481
7741236,4308240
88643231,361044034
20051562,109059304
4549768,204671232
130385691,10974951
17561003,631258918
22798219,27193779
2128935,330008801
45189361,65600975
5351546,165289175
8675906,70107786
128291516,63476337
91420400,2884111
198344,638591290
40534114,384520418
85108733,412876502
51317,133100880
45835846,162613268
22633385,609517170
1190754,81598961
81948346,35866694
88201630,11639637
103441181,7691631
93765174,1957456
45196998,53631945
15789599,32051890
14960345,210716005
1455697,88298561
2119212,27965134
27479208,489754271
30873659,29028775
705211,11981144
30621793,274450818
100836531,28612154
25523606,189621607
68485672,228683419
73983677,46714939
99321045,712744649
1504752,6660366
928965,389916574
86952082,301861568
152656980,58876201
4140247,237647258
1523305,17420913
85207194,564634563
1448859,72523920
106483373,197320920
2119212,295864168
43508353,26688026
39112954,585146387
59747809,383940088
181681,2464908
47095648,67709808
108610715,13325401
9052536,677464
90915921,54800346
22633385,125266328
625793,2835111
15921519,27576132
50801299,150330224
72159681,26785339
88688112,449798030
97995998,45202654
6366270,120896210
44841346,495880261
172697,139910229
25015917,52855516
93376818,557980
44841346,487785213
20135478,179318179
8758457,620936652
58097612,47508644
27892524,44781140
30778939,333857397
92015510,75821432
22521688,3432266
987638,207588519
279773,68720867
22633385,528378201
29436595,488804911
86484355,457498892
511909,134012064
26072277,11225014
3580607,34526884
68980965,266602341
86484355,449798030
15199031,94911145
57277708,174038031
42504385,1204412
67682506,268042230
7604648,35890081
11783444,559857046
26626066,97311017
134603758,587710850
1006477,157397583
100836531,307894865
1036561,175405157
10669582,154843614
28568841,6720403
13172299,21088356
947110,596892
20224954,8957264
28907971,6296790
47404953,250293013
29093946,7386799
13617900,99919302
6385855,696529789
13387,638591290
100836531,26820798
46639943,274450818
32025168,460078
59060246,221512407
1297909,52281283
22633385,660551251
16153168,644715009
4617245,528238131
103484777,112785414
44101798,178991158
1755071,158256479
20229276,169880381
143606327,718503222
13917777,197275130
23445172,496505424
5674651,100061496
13917777,676676006
11987277,262296122
10286961,128624453
28733332,355032495
45005871,136450404
84587632,472090226
61059709,466682654
18223385,21540759
611168,473937582
33663870,116165188
4040623,268424739
161495,37489525
952007,615502855
99998913,1377159
22270008,375260798
30869823,304740870
216319,45709704
7970698,52855516
1015200,13812337
34116392,511199000
5206843,609137611
49240133,360630872
57363826,153442864
6388272,209313689
61636045,613588535
90211507,146842101
38767475,28312955
32025168,13595305
32723967,282994686
19642328,13310527
136061549,614070
83738477,27576132
5164225,151619717
20355405,99178995
76071,160427405
6218999,198819992
7188159,53581270
67964054,357625148
43995067,4787136
42990466,1903522
72326501,101938650
429209,760165
20135478,23653453
14846413,56251096
4290500,261279710
110784317,400215964
279773,7613257
60041789,228162278
111514477,60901479
44787359,138207223
26959437,93253246
48384865,7270538
2276718,85077558
657617,7056202
5100555,147886080
64823539,217654199
100690902,486166210
32354856,278772719
692075,109145553
8062771,41829476
49960482,66962179
158471,29197565
56180050,23332350
54934,486815039
24910512,69495170
109974,170729130
20224954,7083240
429209,569041
32783916,311683390
131563995,725951957
13732359,267940560
1320667,95143992
13917777,136128198
9808326,395688425
1476544,87228090
91593982,48109239
15797831,2700159
58045821,449079493
74277414,244779423
76530270,266417772
22633385,62341543
43588962,156607803
5232798,165289175
24910512,241805592
90211507,240971104
35039927,365373172
705211,3559019
13917777,8629417
69554233,319742187
87255791,705992094
13724985,724712
5164225,241659610
142698,184126748
100836531,40518025
22633385,633686625
83477269,320636477
3191048,612344730
3382565,185901023
141609439,35890081
111514477,62117812
24910512,192928781
1450685,74496173
92794867,184657328
2119212,11847500
78516596,113616719
76674591,726894177
92793,631954675
73176377,546522060
164197,163883279
90211507,11180687
8541197,462597790
61886370,6838921
2072976,222118751
101684156,87990209
5158436,434708679
134175231,450625045
136061549,136938012
6344099,49417923
43251136,28312955
20187731,49662222
16577545,566065236
633765,186178706
4312191,101780532
26019675,163883279
89133723,3577919
16693043,286108332
61241031,214485001
44025432,212613049
137480275,145183271
2879818,790359
74560659,264775694
5799436,70746484
26377630,287706896
2119212,34817922
11151457,19316619
10676103,373674258
16865714,4238977
90503141,560293702
8107459,148563979
23498248,16554739
40268737,1090311
5059100,597879
50911393,298579934
6721426,375847433
22633385,41986369
73983677,23891194
9749173,177210627
36249910,65600975
14880945,1431547
121989,27737393
29282228,481432086
71681815,46089560
30873659,54995014
19670,59771425
31559413,612354784
73993775,703628835
40715044,218115303
183879,43723161
13917777,86182490
2662304,23029617
93376818,66762220
29099863,614765452
1661688,2967233
23498248,410749029
9301846,217475193
24910512,177561445
1292454,492814064
107599365,585712715
4523502,57333709
96200,59299524
99321045,709324387
73983677,61886109
29436595,631258918
87604944,601974648
57583560,280363952
13917777,16408992
5100555,50613991
73983677,201821771
22140677,281500451
33890313,726894177
71681815,69469299
74767115,47190624
76980726,6838921
81072379,516564547
83738477,1575956
16805946,371239231
13917777,434826774
5341706,6093316
90970076,16446099
67474838,65600975
31695470,153097643
13917777,196701619
293473,597879
95511699,44971752
40268737,155368246
1225363,40667593
5615843,420628737
7195563,690373692
29787772,480480380
82831987,278335273
2644,51574196
45821,976994
636602,8711353
1166785,128018428
5615843,323965659
28706372,495866218
9490724,17420913
35266934,141717232
21956756,387213208
1382986,261270348
30802565,59388335
93376818,6780767
57086651,304344049
102938585,123220152
22633385,436658287
184815,700607624
18818196,278335273
2817754,63809205
29436595,86031674
74590290,393571599
93376818,2928944
557590,101767772
750276,189621607
26019675,412152628
326527,29174627
42708476,201546443
18581859,552661142
18264334,217420145
3768500,81379180
2407108,130741783
24910512,23500865
71681815,13872231
133862694,604109006
1544111,81512059
93882977,366979357
7608904,8685799
90949336,43807251
1868933,261141187
77477100,299482335
13974112,103766152
12967715,10160141
24910512,105379569
15766192,680120071
2879818,449649393
91900978,401810635
19598772,2560988
7490180,27737393
100836531,414245082
74389842,280363952
427398,307489284
2071575,3623050
8336744,19872456
143328635,637924634
141003575,368199998
49308105,201546443
73983677,232312458
1216955,28782747
84619824,19040482
32025168,582822129
22521688,2489216
52435083,204033634
63046606,37346186
3705853,130742303
55419169,168387275
100836531,50565430
54780737,17527989
100836531,177212349
108148678,63537249
87604944,717976486
108610715,75164823
7328370,136494223
53282030,109872620
113865986,351952547
551196,281722314
20135478,147495537
552629,4542716
72647856,65711522
127790,189621607
2184898,51193526
21335119,245704608
11228024,28366058
29436595,235468657
2305178,93515203
